,Unnamed: 0,customer_id,product_id,star_rating
465,8123,46144136,B00L8YVJUC,5
466,8141,52635977,B00383PB0U,5
468,8169,51577989,B00SI1JFRM,5
469,8181,10868702,B003W5R9P4,5
471,8206,17993172,B00KSLX706,5
472,8226,42908943,B00L2M2Y5O,5
473,8294,16146002,B000V7H1FO,4
475,8345,49258521,B0073XD78Y,5
476,8364,14935784,B0041MMMWW,2
478,8376,16799580,B00HCMZ19Y,2
479,8394,26649338,B0006DNW6U,5
481,8451,34384769,B00F0H8TOC,4
485,8514,12351651,B00M3O0L8C,5
486,8520,32832584,B00KBFZDI8,5
487,8549,11199503,B000HKGK9I,5
488,8566,41157312,B00NBEWB4U,5
490,8570,10478776,B0019804U8,5
491,8571,52945791,B000I3F91O,5
493,8601,51097340,B00JHKSL0K,4
495,8630,26649338,B00011KLOI,5
496,8638,13523958,B00OY2T9U2,5
500,8652,45476431,B0073IUNY0,4
502,8670,32271285,B00ZWAC25E,5
505,8715,11726985,B004LRPXAU,5
508,8765,52761671,B00Q66A8DG,5
511,8814,50367613,B009PN2INA,5
512,8835,50966970,B00CYLOTPK,5
514,8837,47118394,B00ILCS182,5
515,8848,13866682,B00U26ONVE,4
517,8862,40759506,B005ILYG5Q,5
518,8868,46517706,B00JHKSMG8,5
524,8945,21285503,B003CZ4LKA,5
525,8951,38183459,B00429N19W,5
528,9006,41413040,B00KDUYQC0,5
529,9026,45073976,B00OLIOEYK,4
530,9027,48514711,B0058O8H30,1
532,9035,40759506,B00CWNMV4G,5
533,9053,25950587,B00JSLXPUE,5
535,9072,29518975,B0036Z82PQ,5
538,9121,37009531,B00C30HUQ2,5
540,9174,36284077,B007ZSYHYU,5
541,9178,42510689,B00AEI50R6,5
543,9181,32845239,B0062BS09O,5
544,9263,32845239,B00GUY4JLG,5
545,9278,35946766,B001A9ST2G,5
546,9300,35946766,B003K1FTFM,5
547,9305,35946766,B00B1W2QAS,5
548,9306,52381979,B00KAUQNU6,1
549,9309,26811110,B000092TT0,1
555,9391,23300827,B004LHJD4M,5
556,9393,45465151,B003MDZLYM,5
557,9400,32845239,B008LTIYQE,5
560,9441,46640176,B00JHKSMJU,5
561,9443,35946766,B00CMRW2XW,1
564,9514,39064682,B004L0JI94,4
569,9559,26937327,B006C6IXNM,1
570,9577,2171330,B00FF0MJXG,5
573,9605,17024927,B0015PN3W6,4
577,9685,9937602,B00SEHHYCS,5
578,9701,18714907,B0033WSDYC,2
579,9719,27600554,B007VTXUJ6,4
587,9830,13158703,B00ZWAC25E,5
590,9848,52072264,B00063EG9M,4
591,9864,23642252,B000289DCG,5
592,9876,15937651,B00EV1D7MC,5
593,9877,49489569,B00005113L,5
594,9882,33890227,B00VR5JHVK,5
597,9946,41309288,B0027SFPIA,5
598,9954,35317884,B0002ZPTBI,5
599,9956,13355669,B00NM4LKJG,1
600,9970,41309288,B00JR9RM2Y,5
601,9978,42603836,B00JHKSN76,5
603,9991,42384915,B00QTIYMQ0,5
604,10015,22648376,B000RSOV50,5
605,10057,35317884,B0018QNYVM,5
606,10060,39077903,B004AFUJZC,5
607,10063,19287311,B00JHKSLRI,4
609,10072,12676894,B00J5UT17Y,5
610,10095,52490517,B00009W3F2,5
611,10097,35317884,B00KUB3RCW,4
612,10147,5578307,B00E89ASQK,5
614,10216,15115824,B00SL9XUZE,5
615,10219,35317884,B000VKXLBO,5
618,10268,44062508,B002K3OB9G,5
619,10288,29863275,B00KW2ZDHQ,5
620,10292,8920666,B00C1TBYBC,5
621,10304,30607013,B006LW0W5Y,5
622,10318,44062508,B00MJ9K6IG,5
624,10339,15167047,B007A0HAJC,4
625,10340,23771079,B009LX94LI,5
627,10353,30607013,B000OG88KY,5
629,10359,52446081,B00VR5JHVK,5
630,10360,16316106,B009PAEE58,5
631,10370,16965229,B00N8265I8,2
633,10389,52856708,B0016OEV7C,5
635,10413,36292889,B0070UFMOW,4
636,10415,15167047,B00BSP498K,4
637,10417,15167047,B00006I5J0,5
639,10436,32679436,B006U1VH2S,5
640,10447,50373158,B0002ZPIUU,5
641,10455,18651493,B00I482KZI,5
642,10470,44062508,B000YTM4XS,5
643,10472,11162466,B00COH7KRI,5
644,10482,47108208,B000MTXFXS,5
649,10529,43414596,B002CSRF9M,5
653,10554,52751725,B004UR487A,5
655,10610,15167047,B001AIPXLC,5
656,10640,17863392,B004K2WZS4,5
660,10654,31489774,B00ESG5SV8,5
661,10664,49669894,B00GJ51NVA,5
663,10694,52446374,B00K3AJGFM,4
664,10698,52231855,B003EM8008,5
665,10699,49669894,B00U26ONVE,5
666,10700,41124432,B00WZL6WPO,5
668,10836,37699824,B00LAA45PA,4
669,10851,10845523,B0038W0K2U,5
670,10852,18099388,B005FVNGRI,5
671,10877,28156799,B00K3K8TKA,5
673,10913,35028098,B00I21X5A6,2
674,10919,52006873,B00APEG9M4,5
676,10938,40620216,B00RFLXDII,4
677,10941,6368304,B004FKGUFK,4
681,10997,12654722,B002S1CJ2Q,4
682,11010,3639704,B008NCD2LG,5
683,11043,10230329,B000RT8CM2,4
685,11070,51812418,B0002481EQ,4
687,11090,6059680,B00JHKSN5I,5
688,11135,45886406,B00NS3MRKC,4
689,11183,35789310,B000TQ4D8K,4
690,11209,9937602,B00J7N7CIO,5
691,11248,6059680,B00KQ2NA68,5
692,11260,35789310,B0000W4U2M,4
693,11297,32923614,B001ID829O,5
695,11331,7776813,B007SY4QTW,4
697,11338,46356707,B00KAML3EU,5
698,11374,40573066,B00OQOWDS8,5
700,11405,52231855,B00L3KSKYY,4
701,11406,28961183,B009JXHTNU,5
702,11426,43863509,B00V6QDTD2,4
704,11467,32780874,B009F4BV8C,2
705,11508,35789310,B0001VHARE,4
706,11552,29980319,B0029ZDRSQ,5
708,11572,11923019,B00JB4YWGO,4
709,11574,12166830,B003DMIGQC,2
710,11579,26744665,B00HK2HAAY,5
712,11588,50715958,B00CJH61RI,5
716,11668,50718899,B009S332TQ,5
717,11669,29938042,B003EM8008,5
718,11677,17863392,B009A6PJKQ,5
721,11740,50715958,B00LGBMF3W,5
722,11744,10683543,B007YL84VA,4
723,11764,48490883,B008O37LXY,5
728,11799,32845239,B00IN2S072,5
731,11856,13795917,B0007SL4IW,5
732,11861,27010038,B00NK8PIJW,5
733,11867,37098279,B00KZ2ZQE8,4
734,11873,52696819,B00IF70T4M,4
737,11899,27010038,B00R1HS066,5
738,11919,17863392,B00CWNMW1S,5
739,11937,51243275,B00JHKSMIG,5
742,11964,16047104,B000066R6M,1
744,11977,41995898,B00TIAYRDO,5
745,11988,23372064,B0016CWV3U,5
747,12019,41995898,B00F6PRSMW,5
748,12033,33705415,B00378KMF0,5
750,12057,9886203,B00QEROK0O,5
751,12107,52604313,B00OV41VPO,1
752,12128,51075477,B00899WOXK,5
756,12197,52516122,B00385XUFQ,4
759,12229,4176274,B00M4I1BAY,5
760,12230,14721339,B00890YNBK,5
765,12259,17863392,B000JE9LD4,5
768,12294,45928456,B00P93XFFA,5
770,12316,13630934,B00AJHCQD8,5
772,12348,51920911,B00DC8IEE6,5
773,12362,49269680,B00JC31SGG,1
777,12478,51920911,B00HC2XTMA,5
778,12505,10817175,B00AR95LT4,1
779,12509,51748819,B00KONGJOO,2
781,12556,48047604,B009AYLDSU,5
786,12655,46269283,B004MMEI78,1
788,12683,52059620,B00PBWS52W,5
790,12694,44349612,B00FX8Q3NM,5
791,12723,45622384,B0000511U7,5
793,12753,20785171,B00ENMK1DW,5
794,12848,17863392,B003ELYQJI,5
795,12892,11521654,B00892RUTA,5
797,12965,27091907,B000WYVBR0,5
798,12970,51018053,B00KAU6LMQ,5
801,13001,51584032,B004HIN7V0,5
804,13100,19869003,B009HNK272,5
807,13121,28826912,B008QZTJH6,5
811,13172,15979158,B003YKG8YK,5
812,13219,19869003,B00QFWWZQO,5
814,13266,53049909,B00K35XI88,2
815,13324,13505617,B0081IKTN6,5
816,13332,41490239,B005HTQAK8,5
817,13335,44037719,B00NKZ5R28,5
820,13397,44335538,B00JHKSMIG,5
821,13435,9806947,B00CE75K0W,5
823,13485,13044432,B00LEFYISA,5
827,13536,19777397,B000X9O8SI,5
828,13541,23859431,B004RKVXXM,5
829,13544,49064404,B00WIFR0SK,5
830,13576,43019729,B00J8SN3D6,5
831,13586,43624202,B009G4EED0,5
833,13601,16678205,B003H3G5D8,5
835,13668,43019729,B00JC31SGG,5
837,13697,14552856,B00Y0920B4,5
839,13717,52824002,B00HTPHK5W,4
844,13755,20091584,B00CCEL7O0,5
845,13761,50941589,B004UWXW0Y,5
846,13785,1427765,B0038W0K2K,5
848,13796,16678205,B00KONGJOO,5
849,13811,17863392,B0083TXNAE,5
851,13852,32271285,B00B6QXWIY,5
852,13898,51665680,B002MAPSQM,5
853,13965,7776813,B00EJOCTOS,5
854,13974,52094850,B006U1VH2S,5
855,14009,53019847,B008D6YZXG,5
858,14069,52528122,B00DOP3NPW,5
861,14111,28156799,B000092TT0,5
862,14134,48360857,B0015V7B3M,1
863,14221,52896851,B00006HOFR,2
865,14289,21518593,B00CICPQTI,5
866,14301,45021444,B00ZIQZBTG,5
867,14302,12166830,B00IEYHMIM,2
869,14336,45021444,B00415E7FE,5
871,14345,17721191,B00QG6DK3G,4
872,14347,29110871,B001EZUQ5E,5
874,14387,52751725,B009RT2IAK,5
875,14409,29110871,B007UDU77G,5
876,14418,51812418,B0000CFYM9,5
877,14429,45021444,B00JPITXBK,5
879,14500,14862963,B0036VO5OC,5
880,14504,51186096,B00APEG9M4,4
881,14507,21518593,B00E89ASQK,5
882,14512,42525878,B003K1RAJK,5
883,14538,17863392,B00LA58P0Q,4
884,14565,41887047,B00B7XYXA2,5
885,14569,29110871,B00B8PRRTS,4
886,14575,3253993,B00H9642JS,5
888,14610,12756964,B00SI1JFRM,5
889,14631,26962803,B00GMSSUBK,5
890,14640,52517926,B00QHOCTG6,5
891,14652,29110871,B001OBV7T2,4
893,14662,46891757,B009MRBKXS,4
896,14691,17721191,B00KW2ZDHQ,5
898,14757,43710692,B00ACNO2AO,5
900,14789,17049757,B001QHLKE6,4
902,14822,17993172,B00481KO30,5
903,14841,17993172,B00DC1WTOY,5
905,14866,15976482,B00B7XYXA2,5
907,14883,22686607,B00NDFYEZQ,5
908,14886,30541873,B00FJISZ28,5
909,14894,50089825,B002O3W3Y2,4
911,14904,17993172,B001OCY3RY,5
914,14963,51945300,B004ZKXY7C,5
915,14967,49563332,B00BQ5RYI4,1
918,15075,53032611,B00I8S3PLM,4
919,15104,42124107,B0006DPNOE,2
920,15118,52124077,B00SIYEJY8,5
923,15153,51356088,B00JHKSN76,5
924,15159,39251189,B00I985V4U,5
925,15226,30905193,B002VPDOH8,5
926,15234,52263769,B00HSMK59E,1
927,15237,43956681,B00006JPDG,5
930,15271,30905193,B0002ZPIOQ,5
931,15272,30905193,B00E9O6C96,5
934,15326,52736905,B00JRTMOGS,5
935,15329,53082379,B00AAHT8AQ,5
936,15342,52352039,B009OBCAW2,2
937,15352,22381809,B00932VHIK,5
939,15369,50525566,B00BSYCZZ0,5
940,15376,53047946,B00M5WLZDW,5
941,15409,52505801,B001CROHX6,1
944,15429,30905193,B002WJ9UYE,5
945,15430,36994010,B00Q7857AW,1
946,15483,14065275,B00JC31SGG,5
947,15497,51945807,B00IF70T4M,5
948,15498,24421364,B00U3GTD72,5
949,15504,50894327,B00JHKSMIG,5
950,15512,11704884,B00OABN14W,2
951,15527,19377428,B000AM2OT8,5
952,15538,51309034,B00VXQ972W,5
953,15562,37609504,B00CBD65TY,4
954,15603,14515702,B00N8265I8,4
955,15619,22022356,B00LGBMF3W,5
956,15636,41884848,B00JHKSMG8,5
957,15706,14065275,B002S1CJ2Q,4
959,15713,8665966,B00PB6DOWY,5
961,15738,25837825,B00G3NFFP8,4
963,15785,19377428,B0007P98K6,5
964,15828,18562024,B0093LNRYI,2
968,15876,48445434,B00MJ9K6IG,5
970,15901,39154816,B0019T0JA2,4
971,15917,49296037,B003L14XTO,5
972,15931,44780063,B00QJGAKCW,5
974,15965,48445434,B004UR487A,4
975,15982,24107436,B006T9ZKAQ,5
976,16018,42803390,B004LRPXAU,5
977,16035,51678351,B002JCSG12,5
978,16070,22234862,B00PBWS52W,4
980,16104,50367613,B006LW0W5Y,5
983,16179,22638811,B00KDNIRYA,4
984,16191,27179422,B00Q1FITMO,5
985,16244,16367251,B00NC3SU6I,5
988,16265,12210342,B00ESM3JUY,5
990,16278,52452343,B00HYI7I2Y,5
991,16299,51812418,B00006IW1X,5
992,16301,14058980,B00NG57H4S,5
994,16354,3253993,B001EHAI6Y,5
996,16386,30538747,B002SNB9XE,4
997,16421,34389704,B003DMIGQC,5
998,16458,49825439,B00UAYZWCC,5
1001,16480,51329370,B00FBQ84F6,5
1002,16505,23132019,B003R73MPI,5
1003,16537,43696660,B000H50L9S,5
1005,16595,49705691,B005JK5O3O,5
1006,16624,15121687,B00U7W838M,5
1009,16698,41321402,B00EYBX45Y,5
1010,16702,49675941,B0040LG96O,5
1013,16724,42288249,B00PTFERUK,5
1016,16738,11812023,B000G6RVSW,5
1017,16743,47982415,B00NZ2I6QA,5
1020,16804,41662298,B00ILCS182,5
1021,16862,14674747,B00DJ5RYYS,5
1022,16869,32850016,B00E1CSEMO,4
1024,16932,41506151,B00CV4AHQ0,5
1025,16940,41662298,B006LW0W5Y,5
1028,16981,41321402,B00B8CISSU,5
1029,16992,52976452,B00V6QDTD2,4
1030,17038,51257900,B00ZIQZBTG,5
1031,17045,35292938,B00AMH17GC,5
1032,17047,13722260,B008KVUAGU,5
1033,17075,14887055,B006U3O566,5
1034,17081,35292938,B001KC08AE,5
1035,17086,50646780,B00JHKSMG8,5
1038,17155,53070865,B00JHKSN4O,5
1039,17168,25837825,B001DFZ5J2,5
1040,17175,14219604,B00UG005YU,2
1042,17228,52539517,B00O2Y2MZG,5
1043,17244,52474184,B00I482KZI,5
1044,17256,42846326,B003EEMDMC,5
1046,17267,10868702,B002HWJT1A,4
1047,17287,38223945,B00F5NE2KG,5
1049,17352,11030210,B00120WRSU,4
1051,17389,52116051,B009OBCAW2,1
1055,17536,18601543,B00BLB4L7K,4
1056,17545,22136963,B00005T3BD,5
1058,17587,27549733,B008872SIO,5
1061,17655,44586096,B007KA07YM,5
1062,17697,49600206,B000FVVKQM,5
1064,17705,44347685,B003V89RYS,2
1065,17708,13416147,B000G67Q00,5
1066,17720,12370468,B00933OCJ0,5
1067,17733,43774065,B004HB2X4Y,4
1068,17739,26426526,B00OH82RXO,5
1069,17759,45798078,B004GW25WY,5
1070,17780,11802868,B00X15M5MC,4
1072,17793,21948710,B00O15BQCG,5
1074,17827,26426526,B00NBMHT7Q,5
1076,17877,49441709,B000ML4A2Q,5
1077,17901,49600206,B00DQN3R9O,5
1078,17907,28133136,B00N9KM9SY,5
1079,17917,44347685,B000E65DG6,5
1080,17918,37199511,B00009V2YV,5
1081,17929,16571621,B00B29KS4G,5
1082,17935,47058948,B00QFWWZQO,5
1084,17967,27549733,B0097JLQVC,4
1085,17972,50225927,B001GNC7RE,5
1089,18145,23809129,B00814NSQ0,2
1090,18150,23809129,B00LF5GK94,4
1091,18153,44108261,B004L9GWSK,5
1096,18235,52664413,B00DID6C0S,1
1097,18238,29280028,B00FSDFF9K,4
1098,18256,39381404,B0002KVQBA,5
1099,18263,44108261,B00OFXV5IO,5
1100,18287,51286415,B00MCCN8E4,1
1101,18314,19545022,B00SFZ4EWC,4
1102,18362,17138974,B00DW1X5JC,5
1103,18377,44016271,B00IF70TO2,5
1104,18391,50986523,B00O66Q3ZK,5
1106,18416,47297762,B00AAHT8AQ,4
1107,18422,38819200,B004NQU4YY,1
1110,18458,12939167,B00006JQ06,5
1111,18468,50421608,B00F2QMIY8,5
1112,18477,51941655,B000BDDOP4,5
1115,18541,13707894,B000HPX46U,5
1116,18560,30538521,B008KVUAGU,4
1117,18576,13225537,B0058O8GWW,5
1119,18582,50971679,B008467K1E,1
1120,18586,12487129,B0000512E1,5
1122,18624,25778961,B00KUB3RCW,5
1126,18661,19183664,B005DIRI6I,5
1127,18704,39666127,B009ZGK6QS,5
1130,18748,20378577,B00DC1WTOY,5
